"","p1","p2","mortality_multiplier","hazard_ratio","sample_size"
"subset1",0.422506988595602,0.359130940306261,0.85,0.811854114320097,1849.06568272424
"subset2",0.425566785031412,0.3617317672767,0.85,0.811441152090875,1826.84139373107
"subset3",0.289733551015232,0.246273518362948,0.85,0.827280562578422,3258.35432213467
