"","uniquepatientssf94","uniquepatientsnotsf94","measurementssf94","measurementsnotsf94","d0uniquepatientssf94","d0uniquepatientsnotsf94","d0measurementssf94","d0measurementsnotsf94"
"1",129049,24703,192583,33906,114668,18425,114668,18425
