"","4","5","6","7","8","9","10"
"subset1_day5_P",1485,2433,2736,363,1145,418,346
"subset1_day8_P",1287,1525,1445,429,968,343,281
"subset2_day5_P",1242,1861,2270,301,980,313,309
"subset2_day8_P",1070,1206,1196,361,812,261,232
"subset3_day5_P",2837,2903,3091,385,1198,438,420
"subset4_day8_P",2221,1880,1688,455,1037,370,380
