"","rho","rho_prot","effect_size","sample_size"
"1",0.5,1.31645344550771,0.205500146199244,-584
"2",0.6,0.914203781602577,0.183507685487055,164
"3",0.7,0.671659921177404,0.17565685593424,598
"4",0.8,0.514239627151449,0.180728768434748,756
"5",0.9,0.406312791823367,0.198794695793498,710
