"","p1","p2","mortality_multiplier","hazard_ratio","sample_size"
"subset1",0.417882199379997,0.355199869472997,0.85,0.812472566234979,1883.26503971392
"subset2",0.419850392264185,0.356872833424558,0.85,0.812210205218935,1868.61999111418
"subset3",0.286846966520683,0.243819921542581,0.85,0.827570071478243,3303.32368176267
