"","5","8","10","11","12","13","14","15","16"
"% dead",0.0583099876213434,0.103915564531891,0.145807544465437,0.165027037592026,0.181770799400612,0.195778226594566,0.209199296371099,0.22047038895042,0.229656655156688
"% alive",0.205811453514887,0.328555606228419,0.376962668577758,0.396898820770083,0.416509218841618,0.435402957847417,0.451104306469477,0.467587464981432,0.484005472669229
