"","p1","p2","mortality_multiplier","hazard_ratio","sample_size"
"subset1",0.180439121756487,0.153373253493014,0.85,0.837201525559039,5957.54011003422
"subset2",0.182542637968273,0.155161242273032,0.85,0.837028724456644,5875.23030960172
"subset3",0.123804485823106,0.10523381294964,0.85,0.841626745803736,9221.91324792511
