"","rho","rho_prot","effect_size","sample_size"
"1",0.5,1.28017232166526,0.20587580336425,-508
"2",0.6,0.889008556711986,0.183668291302568,210
"3",0.7,0.653149143706765,0.175417160635576,628
"4",0.8,0.500067313150492,0.179802438030401,782
"5",0.9,0.395114914094216,0.196823426350577,734
