"","d5_sf94_effectsize","d8_sf94_effectsize"
"sf94_day5_P",0.161961964096997,0.139127181960368
"sf94_day5_P",0.160251892628525,0.136146559321358
"sf94_day5_P",0.162860129308407,0.141124445968078
