"","4","5","6","7","8","9","10"
"subset1_day5_P",0.16636791395922,0.272574501456419,0.306520277840018,0.0406677123011427,0.128276943759803,0.046829486892225,0.0387631637911719
"subset1_day8_P",0.205001592863969,0.242911755336094,0.230168843580758,0.0683338642879898,0.154189232239567,0.0546352341510035,0.044759477540618
"subset4_day5_P",0.167575901328273,0.278700189753321,0.308467741935484,0.0373576850094877,0.122865275142315,0.0439990512333966,0.041034155597723
"subset4_day8_P",0.203656678517014,0.249534450651769,0.234128999492128,0.0602674792618927,0.152700186219739,0.0521415270018622,0.0475706788555951
