"","ss_logrank_1_susimp1L","ss_logrank_2_susimp1L","ss_logrank_3_susimp1L","ss_logrank_1_susimp2L","ss_logrank_2_susimp2L","ss_logrank_3_susimp2L"
"1",10231,10027,10329,5473,5363,5275
