"","5","8","10","11","12","13","14","15","16"
"% dead",0.060097267253358,0.143932376100046,0.189555349698935,0.208140342751274,0.222962019453451,0.235352014821677,0.246699861046781,0.256889763779528,0.264705882352941
"% alive",0.208545622973599,0.290238536359426,0.34634089856415,0.369615562760537,0.391848077813803,0.412691060676239,0.430639184807781,0.44760305697082,0.464914312181566
